date,day,start_time,end_time,timezone,timezone_abbreviation,utc_offset,stage,event,source_url,listed_hosts,participants,lineup_status,lineup_notes,participant_source_urls,is_concert,concert_classification_notes,is_meet_greet,event_status,meet_greet_type,price,booth,event_type,organizer
2026-09-18,Friday,12:00,12:25,Europe/London,BST,+01:00,florAtelier x Fireshine Games - Booth S05,Xaela — Meet & Greet,https://x.com/floratelier_/status/2095893825457709322,Xaela,Xaela,named lineup published,"florAtelier x Fireshine Games booth schedule, transcribed from the supplied Friday poster. Published slot, not an individual appointment duration. Prices and booking requirements are not listed on the poster.",https://x.com/floratelier_/status/2095893825457709322,false,Excluded: meet-and-greet slot.,true,unofficial,Virtual,Not listed,S05,,florAtelier
2026-09-18,Friday,12:30,12:55,Europe/London,BST,+01:00,florAtelier x Fireshine Games - Booth S05,Seraph — Meet & Greet,https://x.com/floratelier_/status/2095893825457709322,Seraph,Seraph,named lineup published,"florAtelier x Fireshine Games booth schedule, transcribed from the supplied Friday poster. Published slot, not an individual appointment duration. Prices and booking requirements are not listed on the poster.",https://x.com/floratelier_/status/2095893825457709322,false,Excluded: meet-and-greet slot.,true,unofficial,Virtual,Not listed,S05,,florAtelier
2026-09-18,Friday,13:00,13:55,Europe/London,BST,+01:00,florAtelier x Fireshine Games - Booth S05,Rin Penrose + RTGame — Meet & Greet,https://x.com/floratelier_/status/2095893825457709322,Rin Penrose + RTGame,Rin Penrose; RTGame,named lineup published,"florAtelier x Fireshine Games booth schedule, transcribed from the supplied Friday poster. Published slot, not an individual appointment duration. Prices and booking requirements are not listed on the poster.",https://x.com/floratelier_/status/2095893825457709322,false,Excluded: meet-and-greet slot.,true,unofficial,Virtual,Not listed,S05,,florAtelier
2026-09-18,Friday,14:00,14:25,Europe/London,BST,+01:00,florAtelier x Fireshine Games - Booth S05,cakejumper — Meet & Greet,https://x.com/floratelier_/status/2095893825457709322,cakejumper,cakejumper,named lineup published,"florAtelier x Fireshine Games booth schedule, transcribed from the supplied Friday poster. Published slot, not an individual appointment duration. Prices and booking requirements are not listed on the poster.",https://x.com/floratelier_/status/2095893825457709322,false,Excluded: meet-and-greet slot.,true,unofficial,IRL,Not listed,S05,,florAtelier
2026-09-18,Friday,14:30,14:55,Europe/London,BST,+01:00,florAtelier x Fireshine Games - Booth S05,Blair Labri — Meet & Greet,https://x.com/floratelier_/status/2095893825457709322,Blair Labri,Blair Labri,named lineup published,"florAtelier x Fireshine Games booth schedule, transcribed from the supplied Friday poster. Published slot, not an individual appointment duration. Prices and booking requirements are not listed on the poster.",https://x.com/floratelier_/status/2095893825457709322,false,Excluded: meet-and-greet slot.,true,unofficial,Virtual,Not listed,S05,,florAtelier
2026-09-18,Friday,15:00,15:25,Europe/London,BST,+01:00,florAtelier x Fireshine Games - Booth S05,Varidetta — Meet & Greet,https://x.com/floratelier_/status/2095893825457709322,Varidetta,Varidetta,named lineup published,"florAtelier x Fireshine Games booth schedule, transcribed from the supplied Friday poster. Published slot, not an individual appointment duration. Prices and booking requirements are not listed on the poster.",https://x.com/floratelier_/status/2095893825457709322,false,Excluded: meet-and-greet slot.,true,unofficial,Virtual,Not listed,S05,,florAtelier
2026-09-18,Friday,15:30,15:55,Europe/London,BST,+01:00,florAtelier x Fireshine Games - Booth S05,Marigatou — Meet & Greet,https://x.com/floratelier_/status/2095893825457709322,Marigatou,Marigatou,named lineup published,"florAtelier x Fireshine Games booth schedule, transcribed from the supplied Friday poster. Published slot, not an individual appointment duration. Prices and booking requirements are not listed on the poster.",https://x.com/floratelier_/status/2095893825457709322,false,Excluded: meet-and-greet slot.,true,unofficial,Virtual,Not listed,S05,,florAtelier
2026-09-18,Friday,16:00,16:25,Europe/London,BST,+01:00,florAtelier x Fireshine Games - Booth S05,Tipanya — Meet & Greet,https://x.com/floratelier_/status/2095893825457709322,Tipanya,Tipanya,named lineup published,"florAtelier x Fireshine Games booth schedule, transcribed from the supplied Friday poster. Published slot, not an individual appointment duration. Prices and booking requirements are not listed on the poster.",https://x.com/floratelier_/status/2095893825457709322,false,Excluded: meet-and-greet slot.,true,unofficial,Virtual,Not listed,S05,,florAtelier
2026-09-18,Friday,16:30,16:55,Europe/London,BST,+01:00,florAtelier x Fireshine Games - Booth S05,Chocojax — Meet & Greet,https://x.com/floratelier_/status/2095893825457709322,Chocojax,Chocojax,named lineup published,"florAtelier x Fireshine Games booth schedule, transcribed from the supplied Friday poster. Published slot, not an individual appointment duration. Prices and booking requirements are not listed on the poster.",https://x.com/floratelier_/status/2095893825457709322,false,Excluded: meet-and-greet slot.,true,unofficial,Virtual,Not listed,S05,,florAtelier
2026-09-18,Friday,17:00,17:25,Europe/London,BST,+01:00,florAtelier x Fireshine Games - Booth S05,Rina Lucsper — Meet & Greet,https://x.com/floratelier_/status/2095893825457709322,Rina Lucsper,Rina Lucsper,named lineup published,"florAtelier x Fireshine Games booth schedule, transcribed from the supplied Friday poster. Published slot, not an individual appointment duration. Prices and booking requirements are not listed on the poster.",https://x.com/floratelier_/status/2095893825457709322,false,Excluded: meet-and-greet slot.,true,unofficial,Virtual,Not listed,S05,,florAtelier
2026-09-18,Friday,17:30,17:55,Europe/London,BST,+01:00,florAtelier x Fireshine Games - Booth S05,Bun-Mii — Meet & Greet,https://x.com/floratelier_/status/2095893825457709322,Bun-Mii,Bun-Mii,named lineup published,"florAtelier x Fireshine Games booth schedule, transcribed from the supplied Friday poster. Published slot, not an individual appointment duration. Prices and booking requirements are not listed on the poster.",https://x.com/floratelier_/status/2095893825457709322,false,Excluded: meet-and-greet slot.,true,unofficial,Virtual,Not listed,S05,,florAtelier
2026-09-18,Friday,18:00,18:25,Europe/London,BST,+01:00,florAtelier x Fireshine Games - Booth S05,Felynne Derouge — Meet & Greet,https://x.com/floratelier_/status/2095893825457709322,Felynne Derouge,Felynne Derouge,named lineup published,"florAtelier x Fireshine Games booth schedule, transcribed from the supplied Friday poster. Published slot, not an individual appointment duration. Prices and booking requirements are not listed on the poster.",https://x.com/floratelier_/status/2095893825457709322,false,Excluded: meet-and-greet slot.,true,unofficial,Virtual,Not listed,S05,,florAtelier
2026-09-18,Friday,18:30,18:55,Europe/London,BST,+01:00,florAtelier x Fireshine Games - Booth S05,Bear the Witch — Meet & Greet,https://x.com/floratelier_/status/2095893825457709322,Bear the Witch,Bear the Witch,named lineup published,"florAtelier x Fireshine Games booth schedule, transcribed from the supplied Friday poster. Published slot, not an individual appointment duration. Prices and booking requirements are not listed on the poster.",https://x.com/floratelier_/status/2095893825457709322,false,Excluded: meet-and-greet slot.,true,unofficial,Virtual,Not listed,S05,,florAtelier
2026-09-19,Saturday,09:00,09:55,Europe/London,BST,+01:00,florAtelier x Fireshine Games - Booth S05,Zephyrianna — Meet & Greet,https://x.com/floratelier_/status/2095893825457709322,Zephyrianna,Zephyrianna,named lineup published,"florAtelier x Fireshine Games booth schedule, transcribed from the supplied Saturday poster. Published slot, not an individual appointment duration. Prices and booking requirements are not listed on the poster. Marked Akasupa on the poster (early entry).",https://x.com/floratelier_/status/2095893825457709322,false,Excluded: meet-and-greet slot.,true,unofficial,Virtual,Not listed,S05,,florAtelier
2026-09-19,Saturday,10:00,10:25,Europe/London,BST,+01:00,florAtelier x Fireshine Games - Booth S05,Firozera — Meet & Greet,https://x.com/floratelier_/status/2095893825457709322,Firozera,Firozera,named lineup published,"florAtelier x Fireshine Games booth schedule, transcribed from the supplied Saturday poster. Published slot, not an individual appointment duration. Prices and booking requirements are not listed on the poster. Marked Akasupa on the poster (early entry).",https://x.com/floratelier_/status/2095893825457709322,false,Excluded: meet-and-greet slot.,true,unofficial,Virtual,Not listed,S05,,florAtelier
2026-09-19,Saturday,10:30,10:55,Europe/London,BST,+01:00,florAtelier x Fireshine Games - Booth S05,Asha — Meet & Greet,https://x.com/floratelier_/status/2095893825457709322,Asha,Asha,named lineup published,"florAtelier x Fireshine Games booth schedule, transcribed from the supplied Saturday poster. Published slot, not an individual appointment duration. Prices and booking requirements are not listed on the poster. Marked Akasupa on the poster (early entry).",https://x.com/floratelier_/status/2095893825457709322,false,Excluded: meet-and-greet slot.,true,unofficial,Virtual,Not listed,S05,,florAtelier
2026-09-19,Saturday,11:00,11:25,Europe/London,BST,+01:00,florAtelier x Fireshine Games - Booth S05,Elia Stellaria — Meet & Greet,https://x.com/floratelier_/status/2095893825457709322,Elia Stellaria,Elia Stellaria,named lineup published,"florAtelier x Fireshine Games booth schedule, transcribed from the supplied Saturday poster. Published slot, not an individual appointment duration. Prices and booking requirements are not listed on the poster.",https://x.com/floratelier_/status/2095893825457709322,false,Excluded: meet-and-greet slot.,true,unofficial,Virtual,Not listed,S05,,florAtelier
2026-09-19,Saturday,11:30,12:25,Europe/London,BST,+01:00,florAtelier x Fireshine Games - Booth S05,Milky — Meet & Greet,https://x.com/floratelier_/status/2095893825457709322,Milky,Milky,named lineup published,"florAtelier x Fireshine Games booth schedule, transcribed from the supplied Saturday poster. Published slot, not an individual appointment duration. Prices and booking requirements are not listed on the poster.",https://x.com/floratelier_/status/2095893825457709322,false,Excluded: meet-and-greet slot.,true,unofficial,Virtual,Not listed,S05,,florAtelier
2026-09-19,Saturday,12:30,12:55,Europe/London,BST,+01:00,florAtelier x Fireshine Games - Booth S05,Silvi — Meet & Greet,https://x.com/floratelier_/status/2095893825457709322,Silvi,Silvi,named lineup published,"florAtelier x Fireshine Games booth schedule, transcribed from the supplied Saturday poster. Published slot, not an individual appointment duration. Prices and booking requirements are not listed on the poster.",https://x.com/floratelier_/status/2095893825457709322,false,Excluded: meet-and-greet slot.,true,unofficial,Virtual,Not listed,S05,,florAtelier
2026-09-19,Saturday,13:00,13:55,Europe/London,BST,+01:00,florAtelier x Fireshine Games - Booth S05,Malfina — Meet & Greet,https://x.com/floratelier_/status/2095893825457709322,Malfina,Malfina,named lineup published,"florAtelier x Fireshine Games booth schedule, transcribed from the supplied Saturday poster. Published slot, not an individual appointment duration. Prices and booking requirements are not listed on the poster.",https://x.com/floratelier_/status/2095893825457709322,false,Excluded: meet-and-greet slot.,true,unofficial,Virtual,Not listed,S05,,florAtelier
2026-09-19,Saturday,14:00,14:55,Europe/London,BST,+01:00,florAtelier x Fireshine Games - Booth S05,Auteru — Meet & Greet,https://x.com/floratelier_/status/2095893825457709322,Auteru,Auteru,named lineup published,"florAtelier x Fireshine Games booth schedule, transcribed from the supplied Saturday poster. Published slot, not an individual appointment duration. Prices and booking requirements are not listed on the poster.",https://x.com/floratelier_/status/2095893825457709322,false,Excluded: meet-and-greet slot.,true,unofficial,Virtual,Not listed,S05,,florAtelier
2026-09-19,Saturday,15:00,15:55,Europe/London,BST,+01:00,florAtelier x Fireshine Games - Booth S05,Snoozychu — Meet & Greet,https://x.com/floratelier_/status/2095893825457709322,Snoozychu,Snoozychu,named lineup published,"florAtelier x Fireshine Games booth schedule, transcribed from the supplied Saturday poster. Published slot, not an individual appointment duration. Prices and booking requirements are not listed on the poster.",https://x.com/floratelier_/status/2095893825457709322,false,Excluded: meet-and-greet slot.,true,unofficial,Virtual,Not listed,S05,,florAtelier
2026-09-19,Saturday,16:00,16:25,Europe/London,BST,+01:00,florAtelier x Fireshine Games - Booth S05,MysticLight — Meet & Greet,https://x.com/floratelier_/status/2095893825457709322,MysticLight,MysticLight,named lineup published,"florAtelier x Fireshine Games booth schedule, transcribed from the supplied Saturday poster. Published slot, not an individual appointment duration. Prices and booking requirements are not listed on the poster.",https://x.com/floratelier_/status/2095893825457709322,false,Excluded: meet-and-greet slot.,true,unofficial,Virtual,Not listed,S05,,florAtelier
2026-09-19,Saturday,16:30,16:55,Europe/London,BST,+01:00,florAtelier x Fireshine Games - Booth S05,Orla + Dreamy — Meet & Greet,https://x.com/floratelier_/status/2095893825457709322,Orla + Dreamy,Orla; Dreamy,named lineup published,"florAtelier x Fireshine Games booth schedule, transcribed from the supplied Saturday poster. Published slot, not an individual appointment duration. Prices and booking requirements are not listed on the poster.",https://x.com/floratelier_/status/2095893825457709322,false,Excluded: meet-and-greet slot.,true,unofficial,Virtual,Not listed,S05,,florAtelier
2026-09-19,Saturday,17:00,17:55,Europe/London,BST,+01:00,florAtelier x Fireshine Games - Booth S05,Haewon — Meet & Greet,https://x.com/floratelier_/status/2095893825457709322,Haewon,Haewon,named lineup published,"florAtelier x Fireshine Games booth schedule, transcribed from the supplied Saturday poster. Published slot, not an individual appointment duration. Prices and booking requirements are not listed on the poster.",https://x.com/floratelier_/status/2095893825457709322,false,Excluded: meet-and-greet slot.,true,unofficial,Virtual,Not listed,S05,,florAtelier
2026-09-19,Saturday,18:00,18:25,Europe/London,BST,+01:00,florAtelier x Fireshine Games - Booth S05,Euryale — Meet & Greet,https://x.com/floratelier_/status/2095893825457709322,Euryale,Euryale,named lineup published,"florAtelier x Fireshine Games booth schedule, transcribed from the supplied Saturday poster. Published slot, not an individual appointment duration. Prices and booking requirements are not listed on the poster.",https://x.com/floratelier_/status/2095893825457709322,false,Excluded: meet-and-greet slot.,true,unofficial,Virtual,Not listed,S05,,florAtelier
2026-09-19,Saturday,18:30,18:55,Europe/London,BST,+01:00,florAtelier x Fireshine Games - Booth S05,Ninette — Meet & Greet,https://x.com/floratelier_/status/2095893825457709322,Ninette,Ninette,named lineup published,"florAtelier x Fireshine Games booth schedule, transcribed from the supplied Saturday poster. Published slot, not an individual appointment duration. Prices and booking requirements are not listed on the poster.",https://x.com/floratelier_/status/2095893825457709322,false,Excluded: meet-and-greet slot.,true,unofficial,IRL,Not listed,S05,,florAtelier
2026-09-19,Saturday,19:00,19:25,Europe/London,BST,+01:00,florAtelier x Fireshine Games - Booth S05,Khiren — Meet & Greet,https://x.com/floratelier_/status/2095893825457709322,Khiren,Khiren,named lineup published,"florAtelier x Fireshine Games booth schedule, transcribed from the supplied Saturday poster. Published slot, not an individual appointment duration. Prices and booking requirements are not listed on the poster.",https://x.com/floratelier_/status/2095893825457709322,false,Excluded: meet-and-greet slot.,true,unofficial,Virtual,Not listed,S05,,florAtelier
2026-09-19,Saturday,19:30,19:55,Europe/London,BST,+01:00,florAtelier x Fireshine Games - Booth S05,mipyun — Meet & Greet,https://x.com/floratelier_/status/2095893825457709322,mipyun,mipyun,named lineup published,"florAtelier x Fireshine Games booth schedule, transcribed from the supplied Saturday poster. Published slot, not an individual appointment duration. Prices and booking requirements are not listed on the poster.",https://x.com/floratelier_/status/2095893825457709322,false,Excluded: meet-and-greet slot.,true,unofficial,IRL,Not listed,S05,,florAtelier
2026-09-20,Sunday,09:00,09:25,Europe/London,BST,+01:00,florAtelier x Fireshine Games - Booth S05,Armia Stars — Meet & Greet,https://x.com/floratelier_/status/2095893825457709322,Armia Stars,Armia Stars,named lineup published,"florAtelier x Fireshine Games booth schedule, transcribed from the supplied Sunday poster. Published slot, not an individual appointment duration. Prices and booking requirements are not listed on the poster. Marked Akasupa on the poster (early entry).",https://x.com/floratelier_/status/2095893825457709322,false,Excluded: meet-and-greet slot.,true,unofficial,Virtual,Not listed,S05,,florAtelier
2026-09-20,Sunday,09:30,09:55,Europe/London,BST,+01:00,florAtelier x Fireshine Games - Booth S05,Lucky Loveshot — Meet & Greet,https://x.com/floratelier_/status/2095893825457709322,Lucky Loveshot,Lucky Loveshot,named lineup published,"florAtelier x Fireshine Games booth schedule, transcribed from the supplied Sunday poster. Published slot, not an individual appointment duration. Prices and booking requirements are not listed on the poster. Marked Akasupa on the poster (early entry).",https://x.com/floratelier_/status/2095893825457709322,false,Excluded: meet-and-greet slot.,true,unofficial,Virtual,Not listed,S05,,florAtelier
2026-09-20,Sunday,10:00,10:55,Europe/London,BST,+01:00,florAtelier x Fireshine Games - Booth S05,Yuchi — Meet & Greet,https://x.com/floratelier_/status/2095893825457709322,Yuchi,Yuchi,named lineup published,"florAtelier x Fireshine Games booth schedule, transcribed from the supplied Sunday poster. Published slot, not an individual appointment duration. Prices and booking requirements are not listed on the poster.",https://x.com/floratelier_/status/2095893825457709322,false,Excluded: meet-and-greet slot.,true,unofficial,Virtual,Not listed,S05,,florAtelier
2026-09-20,Sunday,11:00,11:55,Europe/London,BST,+01:00,florAtelier x Fireshine Games - Booth S05,Jelly + Inksie — Meet & Greet,https://x.com/floratelier_/status/2095893825457709322,Jelly + Inksie,Jelly; Inksie,named lineup published,"florAtelier x Fireshine Games booth schedule, transcribed from the supplied Sunday poster. Published slot, not an individual appointment duration. Prices and booking requirements are not listed on the poster.",https://x.com/floratelier_/status/2095893825457709322,false,Excluded: meet-and-greet slot.,true,unofficial,Virtual,Not listed,S05,,florAtelier
2026-09-20,Sunday,12:00,12:25,Europe/London,BST,+01:00,florAtelier x Fireshine Games - Booth S05,Linvy — Meet & Greet,https://x.com/floratelier_/status/2095893825457709322,Linvy,Lin (Linvy),named lineup published,"florAtelier x Fireshine Games booth schedule, transcribed from the supplied Sunday poster. Published slot, not an individual appointment duration. Prices and booking requirements are not listed on the poster.",https://x.com/floratelier_/status/2095893825457709322,false,Excluded: meet-and-greet slot.,true,unofficial,Virtual,Not listed,S05,,florAtelier
2026-09-20,Sunday,12:30,12:55,Europe/London,BST,+01:00,florAtelier x Fireshine Games - Booth S05,Anora — Meet & Greet,https://x.com/floratelier_/status/2095893825457709322,Anora,Anora,named lineup published,"florAtelier x Fireshine Games booth schedule, transcribed from the supplied Sunday poster. Published slot, not an individual appointment duration. Prices and booking requirements are not listed on the poster.",https://x.com/floratelier_/status/2095893825457709322,false,Excluded: meet-and-greet slot.,true,unofficial,Virtual,Not listed,S05,,florAtelier
2026-09-20,Sunday,13:00,13:25,Europe/London,BST,+01:00,florAtelier x Fireshine Games - Booth S05,Rayshii — Meet & Greet,https://x.com/floratelier_/status/2095893825457709322,Rayshii,Rayshii,named lineup published,"florAtelier x Fireshine Games booth schedule, transcribed from the supplied Sunday poster. Published slot, not an individual appointment duration. Prices and booking requirements are not listed on the poster.",https://x.com/floratelier_/status/2095893825457709322,false,Excluded: meet-and-greet slot.,true,unofficial,Virtual,Not listed,S05,,florAtelier
2026-09-20,Sunday,13:30,13:55,Europe/London,BST,+01:00,florAtelier x Fireshine Games - Booth S05,Raivy — Meet & Greet,https://x.com/floratelier_/status/2095893825457709322,Raivy,Raivy,named lineup published,"florAtelier x Fireshine Games booth schedule, transcribed from the supplied Sunday poster. Published slot, not an individual appointment duration. Prices and booking requirements are not listed on the poster.",https://x.com/floratelier_/status/2095893825457709322,false,Excluded: meet-and-greet slot.,true,unofficial,Virtual,Not listed,S05,,florAtelier
2026-09-20,Sunday,14:00,14:25,Europe/London,BST,+01:00,florAtelier x Fireshine Games - Booth S05,Digiko — Meet & Greet,https://x.com/floratelier_/status/2095893825457709322,Digiko,Digiko,named lineup published,"florAtelier x Fireshine Games booth schedule, transcribed from the supplied Sunday poster. Published slot, not an individual appointment duration. Prices and booking requirements are not listed on the poster.",https://x.com/floratelier_/status/2095893825457709322,false,Excluded: meet-and-greet slot.,true,unofficial,Virtual,Not listed,S05,,florAtelier
2026-09-20,Sunday,14:30,14:55,Europe/London,BST,+01:00,florAtelier x Fireshine Games - Booth S05,Yoor + Milia — Meet & Greet,https://x.com/floratelier_/status/2095893825457709322,Yoor + Milia,Yoor; Milia,named lineup published,"florAtelier x Fireshine Games booth schedule, transcribed from the supplied Sunday poster. Published slot, not an individual appointment duration. Prices and booking requirements are not listed on the poster.",https://x.com/floratelier_/status/2095893825457709322,false,Excluded: meet-and-greet slot.,true,unofficial,Virtual,Not listed,S05,,florAtelier
2026-09-20,Sunday,15:00,15:25,Europe/London,BST,+01:00,florAtelier x Fireshine Games - Booth S05,Naena — Meet & Greet,https://x.com/floratelier_/status/2095893825457709322,Naena,Naena,named lineup published,"florAtelier x Fireshine Games booth schedule, transcribed from the supplied Sunday poster. Published slot, not an individual appointment duration. Prices and booking requirements are not listed on the poster.",https://x.com/floratelier_/status/2095893825457709322,false,Excluded: meet-and-greet slot.,true,unofficial,Virtual,Not listed,S05,,florAtelier
2026-09-20,Sunday,15:30,15:55,Europe/London,BST,+01:00,florAtelier x Fireshine Games - Booth S05,Meicha + Lucks Shi — Meet & Greet,https://x.com/floratelier_/status/2095893825457709322,Meicha + Lucks Shi,Meicha; Lucks Shi,named lineup published,"florAtelier x Fireshine Games booth schedule, transcribed from the supplied Sunday poster. Published slot, not an individual appointment duration. Prices and booking requirements are not listed on the poster.",https://x.com/floratelier_/status/2095893825457709322,false,Excluded: meet-and-greet slot.,true,unofficial,Virtual,Not listed,S05,,florAtelier
2026-09-20,Sunday,16:00,16:55,Europe/London,BST,+01:00,florAtelier x Fireshine Games - Booth S05,Anoko + mipyun — Meet & Greet,https://x.com/floratelier_/status/2095893825457709322,Anoko + mipyun,Anoko; mipyun,named lineup published,"florAtelier x Fireshine Games booth schedule, transcribed from the supplied Sunday poster. Published slot, not an individual appointment duration. Prices and booking requirements are not listed on the poster.",https://x.com/floratelier_/status/2095893825457709322,false,Excluded: meet-and-greet slot.,true,unofficial,IRL,Not listed,S05,,florAtelier
2026-09-20,Sunday,17:00,17:55,Europe/London,BST,+01:00,florAtelier x Fireshine Games - Booth S05,Camille + Mabel — Meet & Greet,https://x.com/floratelier_/status/2095893825457709322,Camille + Mabel,Captain Camille; Mabel,named lineup published,"florAtelier x Fireshine Games booth schedule, transcribed from the supplied Sunday poster. Published slot, not an individual appointment duration. Prices and booking requirements are not listed on the poster.",https://x.com/floratelier_/status/2095893825457709322,false,Excluded: meet-and-greet slot.,true,unofficial,IRL,Not listed,S05,,florAtelier
2026-09-18,Friday,12:30,13:00,Europe/London,BST,+01:00,Phase Connect - Booth S07,Komachi Panko — Karaoke,https://x.com/PhaseConnect,Komachi Panko,Komachi Panko,named lineup published,"Phase Connect booth event, transcribed from the supplied schedule poster. The unofficial tag distinguishes booth programming from the poster's explicitly labelled official VeXpo events. Source link opens the publisher profile; the original post permalink is unconfirmed.",https://x.com/PhaseConnect,true,Included: the poster explicitly lists a karaoke performance.,false,unofficial,,,S07,,Phase Connect
2026-09-18,Friday,15:30,16:30,Europe/London,BST,+01:00,Phase Connect - Booth S07,Bibi Biscuit — Meet & Greet,https://x.com/PhaseConnect,Bibi Biscuit,Bibi Biscuit,named lineup published,"Phase Connect booth event, transcribed from the supplied schedule poster. The unofficial tag distinguishes booth programming from the poster's explicitly labelled official VeXpo events. Source link opens the publisher profile; the original post permalink is unconfirmed. Published availability window; individual appointment duration, format, prices, and booking requirements are not stated.",https://x.com/PhaseConnect,false,Excluded: meet-and-greet availability window.,true,unofficial,Not listed,Not listed,S07,,Phase Connect
2026-09-18,Friday,17:00,17:30,Europe/London,BST,+01:00,Phase Connect - Booth S07,Eimi Isami — Meet & Greet,https://x.com/PhaseConnect,Eimi Isami,Eimi Isami,named lineup published,"Phase Connect booth event, transcribed from the supplied schedule poster. The unofficial tag distinguishes booth programming from the poster's explicitly labelled official VeXpo events. Source link opens the publisher profile; the original post permalink is unconfirmed. Published availability window; individual appointment duration, format, prices, and booking requirements are not stated.",https://x.com/PhaseConnect,false,Excluded: meet-and-greet availability window.,true,unofficial,Not listed,Not listed,S07,,Phase Connect
2026-09-18,Friday,18:00,18:30,Europe/London,BST,+01:00,Phase Connect - Booth S07,Rinkou Ashelia — Meet & Greet,https://x.com/PhaseConnect,Rinkou Ashelia,Rinkou Ashelia,named lineup published,"Phase Connect booth event, transcribed from the supplied schedule poster. The unofficial tag distinguishes booth programming from the poster's explicitly labelled official VeXpo events. Source link opens the publisher profile; the original post permalink is unconfirmed. Published availability window; individual appointment duration, format, prices, and booking requirements are not stated. Rinkou Ashelia also streams as Lia.",https://x.com/PhaseConnect,false,Excluded: meet-and-greet availability window.,true,unofficial,Not listed,Not listed,S07,,Phase Connect
2026-09-19,Saturday,13:00,14:00,Europe/London,BST,+01:00,Phase Connect - Booth S07,Malice Evermore — Meet & Greet,https://x.com/PhaseConnect,Malice Evermore,Malice Evermore,named lineup published,"Phase Connect booth event, transcribed from the supplied schedule poster. The unofficial tag distinguishes booth programming from the poster's explicitly labelled official VeXpo events. Source link opens the publisher profile; the original post permalink is unconfirmed. Published availability window; individual appointment duration, format, prices, and booking requirements are not stated.",https://x.com/PhaseConnect,false,Excluded: meet-and-greet availability window.,true,unofficial,Not listed,Not listed,S07,,Phase Connect
2026-09-19,Saturday,16:00,17:00,Europe/London,BST,+01:00,Phase Connect - Booth S07,Kaneko Lumi — Meet & Greet,https://x.com/PhaseConnect,Kaneko Lumi,Kaneko Lumi,named lineup published,"Phase Connect booth event, transcribed from the supplied schedule poster. The unofficial tag distinguishes booth programming from the poster's explicitly labelled official VeXpo events. Source link opens the publisher profile; the original post permalink is unconfirmed. Published availability window; individual appointment duration, format, prices, and booking requirements are not stated.",https://x.com/PhaseConnect,false,Excluded: meet-and-greet availability window.,true,unofficial,Not listed,Not listed,S07,,Phase Connect
2026-09-19,Saturday,18:00,18:30,Europe/London,BST,+01:00,Phase Connect - Booth S07,Quest Teatime,https://x.com/PhaseConnect,Clio Aite; Eepy Sleepy; Mari Mari,Clio Aite; Eepy Sleepy; Mari Mari,named lineup published,"Phase Connect booth event, transcribed from the supplied schedule poster. The unofficial tag distinguishes booth programming from the poster's explicitly labelled official VeXpo events. Source link opens the publisher profile; the original post permalink is unconfirmed. The pictured Quest trio is identified as Clio Aite, Eepy Sleepy, and Mari Mari using the official unit model roster.",https://x.com/PhaseConnect; https://shop.phase-connect.com/products/phase-invaders-quest-official-model-standee-bundle,false,Excluded: a booth teatime talk session.,false,unofficial,,,S07,,Phase Connect
2026-09-20,Sunday,15:30,16:30,Europe/London,BST,+01:00,Phase Connect - Booth S07,Jelly Hoshiumi — Meet & Greet,https://x.com/PhaseConnect,Jelly Hoshiumi,Jelly Hoshiumi,named lineup published,"Phase Connect booth event, transcribed from the supplied schedule poster. The unofficial tag distinguishes booth programming from the poster's explicitly labelled official VeXpo events. Source link opens the publisher profile; the original post permalink is unconfirmed. Published availability window; individual appointment duration, format, prices, and booking requirements are not stated.",https://x.com/PhaseConnect,false,Excluded: meet-and-greet availability window.,true,unofficial,Not listed,Not listed,S07,,Phase Connect
